Location,Latitude,Longitude,Date,Parameter,Sample Fraction,Value,Unit,Organization
Stony Bk nr Stony Bk Rd,40.369784,-74.789037,2016-06-22,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.35,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
CL3,40.33097,-74.6542,2016-06-18,Orthophosphate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River Morisville Transect 11.5,40.2189,-74.7744,2016-11-02,Orthophosphate,Total,0.065,mg/L,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2016-12-01,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.459,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2016-05-17,Kjeldahl nitrogen,Total,0.232,mg/L,Delaware River Basin Commission
Crosswicks C at Crosswicks NJ,40.16,-74.65528,2016-04-06,Phosphate-phosphorus,Dissolved,0.0168,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
CL3,40.33097,-74.6542,2016-12-16,Nitrate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BB1,40.318355,-74.612535,2016-11-18,Orthophosphate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BD4,40.384418,-74.740618,2016-05-21,Nitrate,Dissolved,1.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2016-06-07,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,1.07,mg/L,Delaware River Basin Commission
SB4,40.33175,-74.77833,2016-10-15,Nitrate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
MR2,40.321958,-74.607731,2016-03-19,Nitrate,Dissolved,3.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Stony Brook On Titus Mill Road,40.349373,-74.782116,2016-10-13,Ammonia-nitrogen,Dissolved,0.0208,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2016-05-23,Escherichia coli,Total,1203.3,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
PL1,40.270199,-74.522059,2016-12-17,Nitrate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2016-09-27,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.0204,mg/L,Delaware River Basin Commission
SB2,40.352824,-74.710443,2016-02-19,Nitrate,Dissolved,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2016-12-01,Phosphate-phosphorus,Total,0.0575,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2016-12-01,Kjeldahl nitrogen,Total,0.611,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River,40.321958,-74.607731,2016-09-18,Orthophosphate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2016-08-01,Phosphorus,Total,0.209,mg/L,Delaware River Basin Commission
PLEASANT RUN AT EXTONVILLE ROAD,40.148504,-74.599329,2016-09-09,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.874,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BB1,40.318355,-74.612535,2016-03-19,Orthophosphate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
CL3,40.33097,-74.6542,2016-08-19,Orthophosphate,Dissolved,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB4,40.33175,-74.77833,2016-06-17,Orthophosphate,Dissolved,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
MR2,40.321958,-74.607731,2016-10-29,Nitrate,Dissolved,2.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2016-05-12,Escherichia coli,Total,172.3,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
SB3,40.358549,-74.691108,2016-01-15,Nitrate,Dissolved,1.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2016-05-17,Phosphorus,Total,0.0475,mg/L,Delaware River Basin Commission
SB4,40.33175,-74.77833,2016-02-20,Nitrate,Dissolved,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2016-08-09,Ammonia-nitrogen,Total,0.013,mg/L,Delaware River Basin Commission
Harrys Brook,40.359046,-74.638738,2016-11-18,Orthophosphate,Dissolved,1.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Stony Bk trib 6 dnstrm Van Dyke Rd nr Hopewell NJ,40.39125,-74.78985,2016-07-15,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.1,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River,40.321958,-74.607731,2016-09-18,Nitrate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB1,40.33286,-74.69188,2016-12-18,Orthophosphate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BB1,40.318355,-74.612535,2016-10-15,Orthophosphate,Dissolved,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Millstone R nr Melville Rd,40.316838,-74.601036,2016-07-15,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,3.66,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
SB5,40.37422,-74.793866,2016-09-18,Orthophosphate,Dissolved,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Crosswicks C at Crosswicks NJ,40.16,-74.65528,2016-04-06,Ammonia-nitrogen,Dissolved,0.00825,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
PLEASANT RUN AT EXTONVILLE ROAD,40.148504,-74.599329,2016-09-09,Kjeldahl nitrogen,Total,0.158,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BB1,40.318355,-74.612535,2016-05-21,Orthophosphate,Dissolved,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
RBA,40.27351,-74.52587,2016-09-18,Nitrate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BB1,40.318355,-74.612535,2016-12-18,Orthophosphate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB1,40.33286,-74.69188,2016-07-16,Orthophosphate,Dissolved,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2016-05-17,Orthophosphate,Total,0.0332,mg/L,Delaware River Basin Commission
Doctors Ck at S Broad St off Rt 130,40.176397,-74.668605,2016-09-20,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.735,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
SB3,40.358549,-74.691108,2016-12-16,Nitrate,Dissolved,1.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2016-08-01,Ammonia-nitrogen,Dissolved,0.0697,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2016-05-17,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.565,mg/L,Delaware River Basin Commission
PLEASANT RUN AT EXTONVILLE ROAD,40.148504,-74.599329,2016-09-09,Phosphate-phosphorus,Total,0.0155,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
SB2,40.352824,-74.710443,2016-07-15,Nitrate,Dissolved,1.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HO1,40.34053,-74.74313,2016-02-20,Nitrate,Dissolved,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2016-07-25,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,4.96,mg/L,Delaware River Basin Commission
BD4,40.384418,-74.740618,2016-02-20,Nitrate,Dissolved,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
CL3,40.33097,-74.6542,2016-07-17,Nitrate,Dissolved,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB4,40.33175,-74.77833,2016-08-20,Nitrate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HO1,40.34053,-74.74313,2016-03-18,Nitrate,Dissolved,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2016-06-07,Ammonia-nitrogen,Total,0.0109,mg/L,Delaware River Basin Commission
Delaware River Morisville Transect 11.5,40.2189,-74.7744,2016-08-23,Orthophosphate,Dissolved,0.091,mg/L,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION
SB5,40.37422,-74.793866,2016-03-18,Nitrate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2016-07-12,Kjeldahl nitrogen,Total,0.436,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2016-09-13,Ammonia-nitrogen,Total,0.0108,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2016-05-17,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.0668,mg/L,Delaware River Basin Commission
Stony Brook On Titus Mill Road,40.349373,-74.782116,2016-12-20,Ammonia-nitrogen,Dissolved,0.0359,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2016-12-20,Phosphate-phosphorus,Dissolved,0.0432,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Bk tributary nr Mountain Church Rd,40.415644,-74.801479,2016-05-23,Kjeldahl nitrogen,Total,0.631,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
HO1,40.34053,-74.74313,2016-07-17,Orthophosphate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2016-05-24,Phosphorus,Total,0.0569,mg/L,Delaware River Basin Commission
MR2,40.321958,-74.607731,2016-03-19,Orthophosphate,Dissolved,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Harrys Brook,40.359046,-74.638738,2017-03-17,Orthophosphate,Dissolved,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB4,40.33175,-74.77833,2017-05-21,Orthophosphate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2017-04-26,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.561,mg/L,Delaware River Basin Commission
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2017-02-21,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.812,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2017-09-13,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.566,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2017-10-24,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.01,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2017-10-24,Kjeldahl nitrogen,Total,0.22,mg/L,Delaware River Basin Commission
PL1,40.270199,-74.522059,2017-08-18,Nitrate,Dissolved,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2017-06-21,Kjeldahl nitrogen,Total,0.434,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Gold Rn at Trenton NJ,40.244722,-74.820278,2017-11-09,Phosphate-phosphorus,Total,0.0508,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2017-07-26,Kjeldahl nitrogen,Total,0.508,mg/L,Delaware River Basin Commission
RBA,40.27351,-74.52587,2017-03-18,Nitrate,Dissolved,0.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2017-05-31,Orthophosphate,Dissolved,0.00691,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2017-02-08,Orthophosphate,Dissolved,0.0315,mg/L,Delaware River Basin Commission
SB4,40.33175,-74.77833,2017-09-16,Orthophosphate,Dissolved,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Harrys Brook,40.359046,-74.638738,2017-11-17,Orthophosphate,Dissolved,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
UNT Delaware River (Reeders Creek) On River Road,40.258341,-74.839359,2017-05-22,Escherichia coli,Total,6630.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2017-06-20,Ammonia-nitrogen,Dissolved,0.0325,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2017-09-14,Ammonia-nitrogen,Dissolved,0.0464,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
SB2,40.352824,-74.710443,2017-10-21,Orthophosphate,Dissolved,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2017-03-22,Phosphorus,Total,0.0574,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2017-03-22,Ammonia-nitrogen,Dissolved,0.0112,mg/L,Delaware River Basin Commission
Stony Brook On Titus Mill Road,40.349373,-74.782116,2017-06-20,Phosphate-phosphorus,Total,0.0902,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
HO1,40.34053,-74.74313,2017-12-16,Orthophosphate,Dissolved,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2017-03-08,Kjeldahl nitrogen,Total,0.152,mg/L,Delaware River Basin Commission
SB3,40.358549,-74.691108,2017-05-20,Nitrate,Dissolved,0.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB2,40.352824,-74.710443,2017-10-21,Nitrate,Dissolved,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2017-08-16,Phosphate-phosphorus,Dissolved,0.02,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
HO1,40.34053,-74.74313,2017-03-17,Nitrate,Dissolved,0.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Shabakunk Creek,40.251802,-74.750052,2017-07-11,Kjeldahl nitrogen,Total,0.353,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2017-01-26,Ammonia-nitrogen,Dissolved,0.0275,mg/L,Delaware River Basin Commission
SB2,40.352824,-74.710443,2017-02-17,Nitrate,Dissolved,1.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Moores Creek near Titusville NJ,40.323889,-74.916944,2017-11-06,Ammonia-nitrogen,Dissolved,0.0183,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
HO1,40.34053,-74.74313,2017-07-15,Orthophosphate,Dissolved,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Stony Brook On Titus Mill Road,40.349373,-74.782116,2017-03-21,Ammonia-nitrogen,Dissolved,0.015,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2017-03-08,Orthophosphate,Dissolved,0.0301,mg/L,Delaware River Basin Commission
HA1,40.365994,-74.627397,2017-07-16,Orthophosphate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Crosswicks Creek,40.167144,-74.676971,2017-10-30,"Total Nitrogen, mixed forms",Non-Filterable (Particle),1171.0,µg/L,Delaware River Basin Commission
POND RUN NEAR WHITE HORSE NJ,40.215643,-74.690385,2017-11-08,Phosphate-phosphorus,Dissolved,0.0718,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2017-07-06,Phosphorus,Total,0.618,mg/L,Delaware River Basin Commission
PL1,40.270199,-74.522059,2017-02-19,Nitrate,Dissolved,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Moore Creek,40.332636,-74.906852,2017-06-01,Phosphate-phosphorus,Total,0.0231,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2017-11-28,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.16,mg/L,Delaware River Basin Commission
Stony Brook On Titus Mill Road,40.349373,-74.782116,2017-04-10,Phosphate-phosphorus,Total,0.0323,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
SB4,40.33175,-74.77833,2017-09-16,Nitrate,Dissolved,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2017-10-10,Kjeldahl nitrogen,Total,0.221,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2017-09-25,Phosphorus,Total,0.0106,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2017-01-19,Orthophosphate,Dissolved,0.0422,mg/L,Delaware River Basin Commission
Moores Creek near Titusville NJ,40.323889,-74.916944,2017-11-06,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.1,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2017-03-10,Kjeldahl nitrogen,Dissolved,0.224,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BB1,40.318355,-74.612535,2017-07-15,Orthophosphate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
CL3,40.33097,-74.6542,2017-02-19,Nitrate,Dissolved,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2017-08-28,Phosphorus,Total,0.883,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2017-05-31,Kjeldahl nitrogen,Total,0.053,mg/L,Delaware River Basin Commission
Stony Brook On Titus Mill Road,40.349373,-74.782116,2017-09-13,Ammonia-nitrogen,Dissolved,0.0132,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2017-08-09,Phosphate-phosphorus,Dissolved,0.0632,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Harrys Brook,40.359046,-74.638738,2017-02-17,Orthophosphate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2017-10-24,Ammonia-nitrogen,Dissolved,0.00537,mg/L,Delaware River Basin Commission
SB3,40.358549,-74.691108,2017-02-18,Nitrate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2017-03-22,Kjeldahl nitrogen,Total,0.407,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2017-11-14,Orthophosphate,Dissolved,0.0511,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2017-09-25,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.0973,mg/L,Delaware River Basin Commission
SB4,40.33175,-74.77833,2017-06-17,Nitrate,Dissolved,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BACK CREEK AT HAMILTON TOWNSHIP,40.192159,-74.665349,2017-02-21,Kjeldahl nitrogen,Dissolved,0.265,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Moores Creek near Titusville NJ,40.323889,-74.916944,2017-12-13,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.94,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2017-09-13,Orthophosphate,Dissolved,0.0465,mg/L,Delaware River Basin Commission
Moores Creek near Titusville NJ,40.323889,-74.916944,2017-12-13,Phosphate-phosphorus,Total,0.018,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2017-01-26,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.758,mg/L,Delaware River Basin Commission
SB2,40.352824,-74.710443,2017-11-18,Nitrate,Dissolved,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HA1,40.365994,-74.627397,2017-05-20,Orthophosphate,Dissolved,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
